ID,Title,Difficulty,AcceptanceRate,Topics,PaidOnly,Status,Link
191,Number of 1 Bits,EASY,75.10223971869745,"Divide and Conquer, Bit Manipulation",False,TO_DO,https://leetcode.com/problems/number-of-1-bits/
192,Word Frequency,MEDIUM,27.47922761360649,Shell,False,TO_DO,https://leetcode.com/problems/word-frequency/
193,Valid Phone Numbers,EASY,27.86038082571462,Shell,False,TO_DO,https://leetcode.com/problems/valid-phone-numbers/
194,Transpose File,MEDIUM,28.91207029725173,Shell,False,TO_DO,https://leetcode.com/problems/transpose-file/
195,Tenth Line,EASY,34.93477585407721,Shell,False,TO_DO,https://leetcode.com/problems/tenth-line/
196,Delete Duplicate Emails,EASY,64.72766027675303,Database,False,TO_DO,https://leetcode.com/problems/delete-duplicate-emails/
197,Rising Temperature,EASY,50.516914283718165,Database,False,TO_DO,https://leetcode.com/problems/rising-temperature/
198,House Robber,MEDIUM,52.508410606766844,"Array, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/house-robber/
199,Binary Tree Right Side View,MEDIUM,67.89064845260478,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",False,TO_DO,https://leetcode.com/problems/binary-tree-right-side-view/
200,Number of Islands,MEDIUM,62.78904052563197,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",False,TO_DO,https://leetcode.com/problems/number-of-islands/
201,Bitwise AND of Numbers Range,MEDIUM,48.03529080219224,Bit Manipulation,False,TO_DO,https://leetcode.com/problems/bitwise-and-of-numbers-range/
202,Happy Number,EASY,58.42352522993528,"Hash Table, Math, Two Pointers",False,TO_DO,https://leetcode.com/problems/happy-number/
203,Remove Linked List Elements,EASY,52.53073615701271,"Linked List, Recursion",False,TO_DO,https://leetcode.com/problems/remove-linked-list-elements/
204,Count Primes,MEDIUM,35.10873151602008,"Array, Math, Enumeration, Number Theory",False,TO_DO,https://leetcode.com/problems/count-primes/
205,Isomorphic Strings,EASY,47.24821221056251,"Hash Table, String",False,TO_DO,https://leetcode.com/problems/isomorphic-strings/
206,Reverse Linked List,EASY,79.58502453947212,"Linked List, Recursion",False,TO_DO,https://leetcode.com/problems/reverse-linked-list/
207,Course Schedule,MEDIUM,49.78414422496272,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",False,TO_DO,https://leetcode.com/problems/course-schedule/
208,Implement Trie (Prefix Tree),MEDIUM,68.36326318143762,"Hash Table, String, Design, Trie",False,TO_DO,https://leetcode.com/problems/implement-trie-prefix-tree/
209,Minimum Size Subarray Sum,MEDIUM,49.87423448639394,"Array, Binary Search, Sliding Window, Prefix Sum",False,TO_DO,https://leetcode.com/problems/minimum-size-subarray-sum/
210,Course Schedule II,MEDIUM,53.95550402192415,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",False,TO_DO,https://leetcode.com/problems/course-schedule-ii/
211,Design Add and Search Words Data Structure,MEDIUM,47.39004093011169,"String, Depth-First Search, Design, Trie",False,TO_DO,https://leetcode.com/problems/design-add-and-search-words-data-structure/
212,Word Search II,HARD,37.536796229944144,"Array, String, Backtracking, Trie, Matrix",False,TO_DO,https://leetcode.com/problems/word-search-ii/
213,House Robber II,MEDIUM,43.932969809815134,"Array, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/house-robber-ii/
214,Shortest Palindrome,HARD,40.985747079398166,"String, Rolling Hash, String Matching, Hash Function",False,TO_DO,https://leetcode.com/problems/shortest-palindrome/
215,Kth Largest Element in an Array,MEDIUM,68.29492318507991,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect",False,TO_DO,https://leetcode.com/problems/kth-largest-element-in-an-array/
216,Combination Sum III,MEDIUM,72.26617316957582,"Array, Backtracking",False,TO_DO,https://leetcode.com/problems/combination-sum-iii/
217,Contains Duplicate,EASY,63.47604426163026,"Array, Hash Table, Sorting",False,TO_DO,https://leetcode.com/problems/contains-duplicate/
218,The Skyline Problem,HARD,44.20806843887969,"Array, Divide and Conquer, Binary Indexed Tree, Segment Tree, Line Sweep, Heap (Priority Queue), Ordered Set",False,TO_DO,https://leetcode.com/problems/the-skyline-problem/
219,Contains Duplicate II,EASY,49.52304139738488,"Array, Hash Table, Sliding Window",False,TO_DO,https://leetcode.com/problems/contains-duplicate-ii/
220,Contains Duplicate III,HARD,23.823401036385057,"Array, Sliding Window, Sorting, Bucket Sort, Ordered Set",False,TO_DO,https://leetcode.com/problems/contains-duplicate-iii/
221,Maximal Square,MEDIUM,49.19092595188419,"Array, Dynamic Programming, Matrix",False,TO_DO,https://leetcode.com/problems/maximal-square/
222,Count Complete Tree Nodes,EASY,70.72000485594937,"Binary Search, Bit Manipulation, Tree, Binary Tree",False,TO_DO,https://leetcode.com/problems/count-complete-tree-nodes/
223,Rectangle Area,MEDIUM,47.6274057024334,"Math, Geometry",False,TO_DO,https://leetcode.com/problems/rectangle-area/
224,Basic Calculator,HARD,45.981751757816085,"Math, String, Stack, Recursion",False,TO_DO,https://leetcode.com/problems/basic-calculator/
225,Implement Stack using Queues,EASY,68.0598977692248,"Stack, Design, Queue",False,TO_DO,https://leetcode.com/problems/implement-stack-using-queues/
226,Invert Binary Tree,EASY,79.2872480985049,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",False,TO_DO,https://leetcode.com/problems/invert-binary-tree/
227,Basic Calculator II,MEDIUM,46.084723663694945,"Math, String, Stack",False,TO_DO,https://leetcode.com/problems/basic-calculator-ii/
228,Summary Ranges,EASY,53.28892445249831,Array,False,TO_DO,https://leetcode.com/problems/summary-ranges/
229,Majority Element II,MEDIUM,54.936419207926015,"Array, Hash Table, Sorting, Counting",False,TO_DO,https://leetcode.com/problems/majority-element-ii/
230,Kth Smallest Element in a BST,MEDIUM,75.74402609439012,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",False,TO_DO,https://leetcode.com/problems/kth-smallest-element-in-a-bst/
231,Power of Two,EASY,49.31485642856575,"Math, Bit Manipulation, Recursion",False,TO_DO,https://leetcode.com/problems/power-of-two/
232,Implement Queue using Stacks,EASY,68.4458230249919,"Stack, Design, Queue",False,TO_DO,https://leetcode.com/problems/implement-queue-using-stacks/
233,Number of Digit One,HARD,36.29907801930623,"Math, Dynamic Programming, Recursion",False,TO_DO,https://leetcode.com/problems/number-of-digit-one/
234,Palindrome Linked List,EASY,56.40794273605437,"Linked List, Two Pointers, Stack, Recursion",False,TO_DO,https://leetcode.com/problems/palindrome-linked-list/
235,Lowest Common Ancestor of a Binary Search Tree,MEDIUM,68.93877896102877,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",False,TO_DO,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/
236,Lowest Common Ancestor of a Binary Tree,MEDIUM,67.44883685656343,"Tree, Depth-First Search, Binary Tree",False,TO_DO,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/
237,Delete Node in a Linked List,MEDIUM,82.79537612445428,Linked List,False,TO_DO,https://leetcode.com/problems/delete-node-in-a-linked-list/
238,Product of Array Except Self,MEDIUM,68.00022227192761,"Array, Prefix Sum",False,TO_DO,https://leetcode.com/problems/product-of-array-except-self/
239,Sliding Window Maximum,HARD,47.85911051457042,"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue",False,TO_DO,https://leetcode.com/problems/sliding-window-maximum/
240,Search a 2D Matrix II,MEDIUM,55.79814737752069,"Array, Binary Search, Divide and Conquer, Matrix",False,TO_DO,https://leetcode.com/problems/search-a-2d-matrix-ii/
241,Different Ways to Add Parentheses,MEDIUM,72.57374662885678,"Math, String, Dynamic Programming, Recursion, Memoization",False,TO_DO,https://leetcode.com/problems/different-ways-to-add-parentheses/
242,Valid Anagram,EASY,67.03065303024638,"Hash Table, String, Sorting",False,TO_DO,https://leetcode.com/problems/valid-anagram/
243,Shortest Word Distance,EASY,66.0023528752696,"Array, String",True,TO_DO,https://leetcode.com/problems/shortest-word-distance/
244,Shortest Word Distance II,MEDIUM,62.2242842577039,"Array, Hash Table, Two Pointers, String, Design",True,TO_DO,https://leetcode.com/problems/shortest-word-distance-ii/
245,Shortest Word Distance III,MEDIUM,59.18180150431114,"Array, String",True,TO_DO,https://leetcode.com/problems/shortest-word-distance-iii/
246,Strobogrammatic Number,EASY,47.598471787112636,"Hash Table, Two Pointers, String",True,TO_DO,https://leetcode.com/problems/strobogrammatic-number/
247,Strobogrammatic Number II,MEDIUM,53.329978588170135,"Array, String, Recursion",True,TO_DO,https://leetcode.com/problems/strobogrammatic-number-ii/
248,Strobogrammatic Number III,HARD,42.539639821480634,"Array, String, Recursion",True,TO_DO,https://leetcode.com/problems/strobogrammatic-number-iii/
249,Group Shifted Strings,MEDIUM,67.48444734442876,"Array, Hash Table, String",True,TO_DO,https://leetcode.com/problems/group-shifted-strings/
250,Count Univalue Subtrees,MEDIUM,57.23731790474223,"Tree, Depth-First Search, Binary Tree",True,TO_DO,https://leetcode.com/problems/count-univalue-subtrees/
251,Flatten 2D Vector,MEDIUM,50.24446782332698,"Array, Two Pointers, Design, Iterator",True,TO_DO,https://leetcode.com/problems/flatten-2d-vector/
252,Meeting Rooms,EASY,59.043838920888106,"Array, Sorting",True,TO_DO,https://leetcode.com/problems/meeting-rooms/
253,Meeting Rooms II,MEDIUM,52.23821938087065,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum",True,TO_DO,https://leetcode.com/problems/meeting-rooms-ii/
254,Factor Combinations,MEDIUM,50.31504561597981,Backtracking,True,TO_DO,https://leetcode.com/problems/factor-combinations/
255,Verify Preorder Sequence in Binary Search Tree,MEDIUM,51.4157561687525,"Array, Stack, Tree, Binary Search Tree, Recursion, Monotonic Stack, Binary Tree",True,TO_DO,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree/
256,Paint House,MEDIUM,63.859376913968404,"Array, Dynamic Programming",True,TO_DO,https://leetcode.com/problems/paint-house/
257,Binary Tree Paths,EASY,67.10093309392752,"String, Backtracking, Tree, Depth-First Search, Binary Tree",False,TO_DO,https://leetcode.com/problems/binary-tree-paths/
258,Add Digits,EASY,68.09974893375633,"Math, Simulation, Number Theory",False,TO_DO,https://leetcode.com/problems/add-digits/
259,3Sum Smaller,MEDIUM,51.03226043593859,"Array, Two Pointers, Binary Search, Sorting",True,TO_DO,https://leetcode.com/problems/3sum-smaller/
260,Single Number III,MEDIUM,70.46741183471758,"Array, Bit Manipulation",False,TO_DO,https://leetcode.com/problems/single-number-iii/
261,Graph Valid Tree,MEDIUM,49.464466427225304,"Depth-First Search, Breadth-First Search, Union Find, Graph",True,TO_DO,https://leetcode.com/problems/graph-valid-tree/
262,Trips and Users,HARD,37.06811949667521,Database,False,TO_DO,https://leetcode.com/problems/trips-and-users/
263,Ugly Number,EASY,42.49795202208688,Math,False,TO_DO,https://leetcode.com/problems/ugly-number/
264,Ugly Number II,MEDIUM,49.31523370891623,"Hash Table, Math, Dynamic Programming, Heap (Priority Queue)",False,TO_DO,https://leetcode.com/problems/ugly-number-ii/
265,Paint House II,HARD,56.55281259025142,"Array, Dynamic Programming",True,TO_DO,https://leetcode.com/problems/paint-house-ii/
266,Palindrome Permutation,EASY,68.53659411838588,"Hash Table, String, Bit Manipulation",True,TO_DO,https://leetcode.com/problems/palindrome-permutation/
267,Palindrome Permutation II,MEDIUM,42.169016320929124,"Hash Table, String, Backtracking",True,TO_DO,https://leetcode.com/problems/palindrome-permutation-ii/
268,Missing Number,EASY,70.60086300284198,"Array, Hash Table, Math, Binary Search, Bit Manipulation, Sorting",False,TO_DO,https://leetcode.com/problems/missing-number/
269,Alien Dictionary,HARD,36.78780826751657,"Array, String, Depth-First Search, Breadth-First Search, Graph, Topological Sort",True,TO_DO,https://leetcode.com/problems/alien-dictionary/
270,Closest Binary Search Tree Value,EASY,49.569907797978495,"Binary Search, Tree, Depth-First Search, Binary Search Tree, Binary Tree",True,TO_DO,https://leetcode.com/problems/closest-binary-search-tree-value/
271,Encode and Decode Strings,MEDIUM,50.09713601825824,"Array, String, Design",True,TO_DO,https://leetcode.com/problems/encode-and-decode-strings/
272,Closest Binary Search Tree Value II,HARD,60.63828821468127,"Two Pointers, Stack, Tree, Depth-First Search, Binary Search Tree, Heap (Priority Queue), Binary Tree",True,TO_DO,https://leetcode.com/problems/closest-binary-search-tree-value-ii/
273,Integer to English Words,HARD,34.47036785165368,"Math, String, Recursion",False,TO_DO,https://leetcode.com/problems/integer-to-english-words/
274,H-Index,MEDIUM,40.56388370742663,"Array, Sorting, Counting Sort",False,TO_DO,https://leetcode.com/problems/h-index/
275,H-Index II,MEDIUM,38.95830042647292,"Array, Binary Search",False,TO_DO,https://leetcode.com/problems/h-index-ii/
276,Paint Fence,MEDIUM,47.89739067083341,Dynamic Programming,True,TO_DO,https://leetcode.com/problems/paint-fence/
277,Find the Celebrity,MEDIUM,48.54637464402057,"Two Pointers, Graph, Interactive",True,TO_DO,https://leetcode.com/problems/find-the-celebrity/
278,First Bad Version,EASY,46.17743734531189,"Binary Search, Interactive",False,TO_DO,https://leetcode.com/problems/first-bad-version/
279,Perfect Squares,MEDIUM,55.87637676729944,"Math, Dynamic Programming, Breadth-First Search",False,TO_DO,https://leetcode.com/problems/perfect-squares/
280,Wiggle Sort,MEDIUM,68.28395236745109,"Array, Greedy, Sorting",True,TO_DO,https://leetcode.com/problems/wiggle-sort/
281,Zigzag Iterator,MEDIUM,65.9676792837897,"Array, Design, Queue, Iterator",True,TO_DO,https://leetcode.com/problems/zigzag-iterator/
282,Expression Add Operators,HARD,42.05796251227035,"Math, String, Backtracking",False,TO_DO,https://leetcode.com/problems/expression-add-operators/
283,Move Zeroes,EASY,63.008057218242676,"Array, Two Pointers",False,TO_DO,https://leetcode.com/problems/move-zeroes/
284,Peeking Iterator,MEDIUM,60.58730870269689,"Array, Design, Iterator",False,TO_DO,https://leetcode.com/problems/peeking-iterator/
285,Inorder Successor in BST,MEDIUM,50.92201349329125,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",True,TO_DO,https://leetcode.com/problems/inorder-successor-in-bst/
286,Walls and Gates,MEDIUM,63.176979257211215,"Array, Breadth-First Search, Matrix",True,TO_DO,https://leetcode.com/problems/walls-and-gates/
287,Find the Duplicate Number,MEDIUM,63.239261107448726,"Array, Two Pointers, Binary Search, Bit Manipulation",False,TO_DO,https://leetcode.com/problems/find-the-duplicate-number/
288,Unique Word Abbreviation,MEDIUM,27.160493827160494,"Array, Hash Table, String, Design",True,TO_DO,https://leetcode.com/problems/unique-word-abbreviation/
289,Game of Life,MEDIUM,71.70869304651484,"Array, Matrix, Simulation",False,TO_DO,https://leetcode.com/problems/game-of-life/
290,Word Pattern,EASY,43.27209217170941,"Hash Table, String",False,TO_DO,https://leetcode.com/problems/word-pattern/
291,Word Pattern II,MEDIUM,48.6677274184547,"Hash Table, String, Backtracking",True,TO_DO,https://leetcode.com/problems/word-pattern-ii/
292,Nim Game,EASY,58.37511044169293,"Math, Brainteaser, Game Theory",False,TO_DO,https://leetcode.com/problems/nim-game/
293,Flip Game,EASY,64.91055172298596,String,True,TO_DO,https://leetcode.com/problems/flip-game/
294,Flip Game II,MEDIUM,52.19959866971641,"Math, Dynamic Programming, Backtracking, Memoization, Game Theory",True,TO_DO,https://leetcode.com/problems/flip-game-ii/
295,Find Median from Data Stream,HARD,53.59537934661984,"Two Pointers, Design, Sorting, Heap (Priority Queue), Data Stream",False,TO_DO,https://leetcode.com/problems/find-median-from-data-stream/
296,Best Meeting Point,HARD,61.23718647048787,"Array, Math, Sorting, Matrix",True,TO_DO,https://leetcode.com/problems/best-meeting-point/
297,Serialize and Deserialize Binary Tree,HARD,59.435332305872834,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree",False,TO_DO,https://leetcode.com/problems/serialize-and-deserialize-binary-tree/
298,Binary Tree Longest Consecutive Sequence,MEDIUM,54.17438744652857,"Tree, Depth-First Search, Binary Tree",True,TO_DO,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence/
299,Bulls and Cows,MEDIUM,51.6251090656606,"Hash Table, String, Counting",False,TO_DO,https://leetcode.com/problems/bulls-and-cows/
300,Longest Increasing Subsequence,MEDIUM,58.255915671002526,"Array, Binary Search, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/longest-increasing-subsequence/
